Origin,Destination,Vagon,Class,DBD,Bookings
S41,S31,Z,1,44,3
S41,S31,Z,1,45,1
S41,S31,Z,1,46,2
S41,S31,Z,1,50,1
S41,S31,Z,1,53,4
S41,S31,Z,1,75,2
S41,S31,Z,1,77,1
S41,S31,Z,1,129,1
S41,S33,P,1,89,2
S41,S33,Z,1,2,1
S41,S33,Z,1,11,3
S41,S33,Z,1,13,2
S41,S33,Z,1,15,1
S41,S33,Z,1,17,2
S41,S33,Z,1,19,4
S41,S33,Z,1,20,3
S41,S33,Z,1,23,2
S41,S33,Z,1,24,1
S41,S33,Z,1,25,3
S41,S33,Z,1,31,2
S41,S33,Z,2,37,1
S41,S33,Z,2,40,1
S41,S33,Z,3,42,1
S41,S33,Z,3,44,1
S41,S33,Z,3,47,1
S41,S33,Z,3,49,1
S41,S36,P,1,53,1
S41,S39,P,1,79,1
S41,S4,Z,1,0,1
S41,S4,Z,1,1,1
S41,S4,Z,1,4,1
S41,S4,Z,1,11,2
S41,S4,Z,1,21,1
S41,S4,Z,1,25,1
S41,S4,Z,3,36,1
S41,S4,Z,3,37,2
S41,S4,Z,3,39,1
S41,S46,P,1,1,2
S41,S46,P,3,40,1
S41,S46,P,3,45,1
S41,S46,P,3,46,1
S41,S46,P,4,14,2
S41,S46,P,4,15,1
S41,S46,P,4,67,1
S41,S46,P,6,21,1
S41,S46,P,8,68,2
S41,S46,Z,1,0,1
S41,S46,Z,1,1,8
S41,S46,Z,1,2,2
S41,S46,Z,1,3,1
S41,S46,Z,1,4,4
S41,S46,Z,1,5,1
S41,S46,Z,1,6,1
S41,S46,Z,1,7,2
S41,S46,Z,1,25,2
S41,S46,Z,1,26,2
S41,S46,Z,1,27,1
S41,S46,Z,1,40,1
S41,S46,Z,2,0,1
S41,S46,Z,2,1,1
S41,S46,Z,2,10,5
S41,S46,Z,3,31,1
S41,S46,Z,3,32,2
S41,S46,Z,3,34,2
S41,S46,Z,3,35,2
S41,S46,Z,3,37,2
S41,S46,Z,4,10,1
S41,S46,Z,4,11,1
S41,S46,Z,4,12,3
S41,S46,Z,4,13,2
S41,S46,Z,4,14,3
S41,S46,Z,4,15,1
S41,S46,Z,4,61,1
S41,S46,Z,8,7,1
S41,S46,Z,8,12,2
S41,S46,Z,8,19,6
S41,S46,Z,8,20,2
S41,S46,Z,8,21,4
S41,S46,Z,8,22,3
S41,S50,Z,1,2,1
S41,S50,Z,1,16,1
S41,S8,Z,1,43,1
S43,S16,Z,1,42,1
S43,S16,Z,1,46,2
S43,S16,Z,1,61,1
S43,S26,Z,1,9,1
S43,S36,P,1,39,1
S43,S36,P,1,43,2
S43,S36,P,1,92,1
S43,S36,Z,1,0,1
S43,S36,Z,1,2,1
S43,S36,Z,1,4,1
S43,S36,Z,1,6,1
S43,S36,Z,1,10,1
S43,S36,Z,1,35,1
S43,S36,Z,1,42,1
S43,S36,Z,1,45,1
S43,S36,Z,1,46,2
S43,S36,Z,1,54,1
S43,S36,Z,1,78,1
S43,S36,Z,1,82,1
S43,S36,Z,1,108,1
S43,S39,Z,1,69,1
S43,S5,P,1,36,1
S43,S5,P,1,39,2
S43,S5,P,1,41,1
S43,S5,Z,1,27,1
S43,S5,Z,1,41,2
S43,S5,Z,1,47,1
S43,S5,Z,1,49,1
S43,S5,Z,1,53,1
S43,S5,Z,1,55,1
S43,S5,Z,1,58,1
S43,S5,Z,1,63,2
S43,S5,Z,1,70,3
S43,S5,Z,1,71,2
S43,S5,Z,1,74,1
S43,S5,Z,1,85,1
S43,S5,Z,1,86,1
S43,S5,Z,1,111,1
S43,S5,Z,1,112,1
S43,S5,Z,1,115,1
S43,S8,P,1,59,1
S43,S8,Z,1,0,1
S43,S8,Z,1,41,1
S43,S8,Z,1,45,1
S43,S8,Z,1,52,1
S43,S8,Z,1,57,2
S43,S8,Z,1,60,1
S43,S8,Z,1,64,1
S43,S8,Z,1,66,1
S43,S8,Z,1,68,1
S43,S8,Z,1,74,1
S43,S8,Z,1,75,1
S43,S8,Z,1,77,2
S43,S8,Z,1,84,2
S43,S8,Z,1,115,2
S45,S16,Z,1,44,1
S45,S16,Z,1,46,1
S45,S16,Z,1,54,1
S45,S16,Z,1,65,1
S45,S16,Z,1,88,1
S45,S25,Z,1,10,1
S45,S25,Z,1,61,1
S45,S25,Z,1,67,1
S45,S26,Z,1,74,1
S45,S30,Z,1,4,1
S45,S31,Z,1,0,1
S45,S31,Z,1,49,1
S45,S36,P,1,64,1
S45,S36,Z,1,42,1
S45,S36,Z,1,46,1
S45,S36,Z,1,74,1
S45,S36,Z,1,85,1
S45,S36,Z,1,110,1
S45,S39,Z,1,47,1
S45,S39,Z,1,80,1
S45,S43,P,1,67,1
S45,S5,Z,1,42,2
S45,S5,Z,1,47,1
S45,S5,Z,1,48,1
S45,S5,Z,1,65,1
S45,S5,Z,1,76,1
S45,S5,Z,1,77,1
S45,S5,Z,1,107,1
S45,S5,Z,1,115,1
S45,S8,Z,1,42,1
S45,S8,Z,1,54,1
S45,S8,Z,1,60,1
S45,S8,Z,1,76,1
S45,S8,Z,1,83,1
S45,S8,Z,1,97,1
S45,S8,Z,1,108,1
S45,S9,P,1,62,1
S45,S9,Z,1,2,1
S45,S9,Z,1,38,1
S46,S13,P,1,2,1
S46,S13,Z,1,0,1
S46,S16,Z,1,42,1
S46,S16,Z,1,65,1
S46,S19,Z,1,13,1
S46,S25,Z,1,56,2
S46,S25,Z,1,57,1
S46,S25,Z,1,58,1
S46,S25,Z,1,59,1
S46,S25,Z,1,71,1
S46,S25,Z,1,73,1
S46,S25,Z,1,77,1
S46,S25,Z,1,88,1
S46,S25,Z,1,94,1
S46,S25,Z,1,112,3
S46,S26,P,1,97,2
S46,S26,Z,1,52,1
S46,S26,Z,1,58,1
S46,S26,Z,1,66,1
S46,S26,Z,1,77,1
S46,S26,Z,1,87,2
S46,S26,Z,1,115,1
S46,S29,P,1,77,4
S46,S29,Z,1,102,1
S46,S30,Z,1,1,2
S46,S30,Z,1,7,1
S46,S30,Z,1,11,3
S46,S30,Z,1,16,2
S46,S31,P,1,1,1
S46,S31,P,1,2,1
S46,S31,P,1,58,2
S46,S31,P,1,65,2
S46,S31,P,1,86,2
S46,S31,P,1,91,2
S46,S31,P,1,128,1
S46,S31,Z,1,0,3
S46,S31,Z,1,2,1
S46,S31,Z,1,3,1
S46,S31,Z,1,5,1
S46,S31,Z,1,13,2
S46,S31,Z,1,14,1
S46,S31,Z,1,35,1
S46,S31,Z,1,36,1
S46,S31,Z,1,41,1
S46,S31,Z,1,46,1
S46,S31,Z,1,52,1
S46,S31,Z,1,53,4
S46,S31,Z,1,55,1
S46,S31,Z,1,56,1
S46,S31,Z,1,57,1
S46,S31,Z,1,58,1
S46,S31,Z,1,59,1
S46,S31,Z,1,60,3
S46,S31,Z,1,63,2
S46,S31,Z,1,64,4
S46,S31,Z,1,65,1
S46,S31,Z,1,72,1
S46,S31,Z,1,77,1
S46,S31,Z,1,78,1
S46,S31,Z,1,83,5
S46,S31,Z,1,84,1
S46,S31,Z,1,85,1
S46,S31,Z,1,88,3
S46,S31,Z,1,91,3
S46,S31,Z,1,92,2
S46,S31,Z,1,93,2
S46,S31,Z,1,107,1
S46,S31,Z,1,112,2
S46,S31,Z,1,119,1
S46,S31,Z,1,128,1
S46,S31,Z,1,129,1
S46,S31,Z,1,139,1
S46,S31,Z,1,143,1
S46,S31,Z,1,152,1
S46,S31,Z,1,161,1
S46,S31,Z,1,167,1
S46,S31,Z,1,226,2
S46,S31,Z,7,334,1
S46,S33,P,1,0,1
S46,S33,P,1,173,1
S46,S33,P,1,254,1
S46,S33,P,4,43,1
S46,S33,Z,1,0,4
S46,S33,Z,1,2,1
S46,S33,Z,1,11,2
S46,S33,Z,1,12,3
S46,S33,Z,1,13,1
S46,S33,Z,1,17,1
S46,S33,Z,1,18,1
S46,S33,Z,1,19,5
S46,S33,Z,1,20,1
S46,S33,Z,1,24,2
S46,S33,Z,1,28,1
S46,S33,Z,1,54,1
S46,S33,Z,1,55,2
S46,S33,Z,1,56,1
S46,S33,Z,1,58,2
S46,S33,Z,1,67,1
S46,S33,Z,1,94,1
S46,S33,Z,1,96,1
S46,S33,Z,1,101,1
S46,S33,Z,1,106,1
S46,S33,Z,2,32,2
S46,S33,Z,2,33,3
S46,S33,Z,2,34,5
S46,S33,Z,2,35,3
S46,S33,Z,2,37,3
S46,S33,Z,2,38,1
S46,S33,Z,2,39,1
S46,S33,Z,2,40,2
S46,S33,Z,3,40,2
S46,S33,Z,4,40,1
S46,S33,Z,4,41,1
S46,S33,Z,4,42,1
S46,S33,Z,4,44,2
S46,S33,Z,4,46,1
S46,S33,Z,4,47,1
S46,S33,Z,4,48,2
S46,S33,Z,4,49,2
S46,S36,Z,1,42,1
S46,S36,Z,1,50,1
S46,S4,Z,1,13,2
S46,S45,Z,1,14,1
S46,S5,Z,1,43,2
S46,S5,Z,1,50,2
S46,S8,Z,1,52,1
S46,S8,Z,1,107,1
S46,S8,Z,1,115,1
S46,S9,P,1,95,1
S47,S10,Z,2,10,1
S47,S14,Z,3,40,1
S47,S14,Z,8,5,2
S47,S2,Z,1,1,1
S47,S2,Z,1,4,1
S47,S2,Z,1,5,1
S47,S2,Z,1,30,4
S47,S2,Z,2,8,1
S47,S2,Z,4,11,1
S47,S2,Z,4,14,1
S47,S2,Z,8,19,1
S47,S2,Z,8,22,3
S47,S23,Z,2,12,1
S47,S3,Z,8,8,1
S47,S30,Z,1,37,1
S47,S31,P,1,62,2
S47,S31,Z,1,28,1
S47,S31,Z,1,35,1
S47,S31,Z,1,36,2
S47,S31,Z,1,37,2
S47,S31,Z,1,47,1
S47,S31,Z,1,50,1
S47,S31,Z,1,57,1
S47,S31,Z,1,65,1
S47,S31,Z,1,73,1
S47,S31,Z,1,128,1
S47,S31,Z,1,204,4
S47,S33,Z,1,12,1
S47,S33,Z,1,17,1
S47,S33,Z,1,25,3
S47,S33,Z,1,80,1
S47,S33,Z,1,141,1
S47,S33,Z,1,205,1
S47,S36,Z,1,115,1
S47,S37,Z,1,5,1
S47,S4,Z,1,4,1
S47,S40,Z,8,2,1
S47,S40,Z,8,3,2
S47,S41,Z,8,5,1
S47,S43,Z,1,53,2
S47,S46,P,1,6,1
S47,S46,P,4,13,1
S47,S46,P,4,14,1
S47,S46,P,6,21,1
S47,S46,Z,1,2,1
S47,S46,Z,1,4,2
S47,S46,Z,1,6,1
S47,S46,Z,1,7,2
S47,S46,Z,1,29,1
S47,S46,Z,1,87,1
S47,S46,Z,1,112,4
S47,S46,Z,2,8,1
S47,S46,Z,2,9,1
S47,S46,Z,2,10,2
S47,S46,Z,3,31,1
S47,S46,Z,3,33,1
S47,S46,Z,3,35,1
S47,S46,Z,3,44,5
S47,S46,Z,3,49,1
S47,S46,Z,4,10,1
S47,S46,Z,4,11,1
S47,S46,Z,4,12,3
S47,S46,Z,4,13,2
S47,S46,Z,4,17,1
S47,S46,Z,4,63,1
S47,S46,Z,8,12,1
S47,S46,Z,8,18,1
S47,S46,Z,8,20,4
S47,S46,Z,8,21,1
S47,S46,Z,8,22,4
S47,S50,Z,3,44,1
S50,S13,Z,1,5,1
S50,S16,P,1,115,1
S50,S16,Z,1,115,1
S50,S25,Z,1,98,1
S50,S26,Z,1,43,1
S50,S26,Z,1,48,1
S50,S29,Z,1,68,1
S50,S30,Z,1,21,1
S50,S31,P,1,1,1
S50,S31,Z,1,40,1
S50,S31,Z,1,53,2
S50,S31,Z,1,54,1
S50,S31,Z,1,60,2
S50,S31,Z,1,68,1
S50,S31,Z,1,82,2
S50,S31,Z,1,144,1
S50,S31,Z,1,157,2
S50,S33,P,1,1,1
S50,S33,Z,1,1,2
S50,S36,Z,1,1,1
S50,S36,Z,1,42,1
S50,S36,Z,1,67,1
S50,S36,Z,1,103,1
S50,S43,Z,1,115,1
S50,S5,Z,1,54,1
S50,S5,Z,1,86,1
S50,S8,Z,1,55,1
S50,S8,Z,1,94,1
S50,S9,Z,1,41,1
S51,S36,P,1,14,1
S51,S5,Z,1,89,1
S51,S8,Z,1,0,1
S9,S16,Z,1,33,1
S9,S36,P,1,33,1
S9,S36,Z,1,42,1
S9,S36,Z,1,43,1
S9,S36,Z,1,48,1
S9,S5,P,1,30,1
S9,S5,P,1,33,1
S9,S5,Z,1,2,1
S9,S5,Z,1,4,1
S9,S5,Z,1,9,1
S9,S5,Z,1,25,1
S9,S5,Z,1,27,1
S9,S5,Z,1,46,1
S9,S5,Z,1,50,2
S9,S5,Z,1,66,1
S9,S5,Z,1,83,1
S9,S5,Z,1,115,1
S9,S8,P,1,28,1
S9,S8,P,1,34,1
S9,S8,Z,1,3,1
S9,S8,Z,1,23,1
S9,S8,Z,1,41,1
S9,S8,Z,1,43,2
S9,S8,Z,1,80,1
