origem,destino,classe,periodo,demanda
2,3,129,38,19
2,3,129,39,99
2,3,129,40,7
2,3,129,41,33
2,3,129,42,91
2,3,129,43,84
2,3,129,44,70
2,3,129,45,33
2,3,129,46,62
2,3,129,47,49
2,3,129,48,87
2,3,129,49,9
2,3,129,50,45
2,3,129,51,9
2,3,129,52,75
2,3,129,53,81
2,3,129,54,22
2,3,129,55,32
2,3,129,56,1
2,3,129,57,74
2,3,129,58,42
2,3,129,59,88
2,3,129,60,82
2,3,130,1,13
2,3,130,2,69
2,3,130,3,25
2,3,130,4,54
2,3,130,5,16
2,3,130,6,66
2,3,130,7,73
2,3,130,8,67
2,3,130,9,92
2,3,130,10,27
2,3,130,11,78
2,3,130,12,76
2,3,130,13,44
2,3,130,14,14
2,3,130,15,44
2,3,130,16,35
2,3,130,17,52
2,3,130,18,76
2,3,130,19,35
2,3,130,20,31
2,3,130,21,20
2,3,130,22,92
2,3,130,23,95
2,3,130,24,93
2,3,130,25,29
2,3,130,26,54
2,3,130,27,45
2,3,130,28,6
2,3,130,29,33
2,3,130,30,12
2,3,130,31,60
2,3,130,32,44
2,3,130,33,28
2,3,130,34,51
2,3,130,35,15
2,3,130,36,85
2,3,130,37,70
2,3,130,38,34
2,3,130,39,40
2,3,130,40,80
2,3,130,41,75
2,3,130,42,30
2,3,130,43,43
2,3,130,44,97
2,3,130,45,57
2,3,130,46,50
2,3,130,47,65
2,3,130,48,22
2,3,130,49,10
2,3,130,50,92
2,3,130,51,34
2,3,130,52,70
2,3,130,53,96
2,3,130,54,32
2,3,130,55,43
2,3,130,56,84
2,3,130,57,64
2,3,130,58,53
2,3,130,59,22
2,3,130,60,26
2,3,131,1,94
2,3,131,2,62
2,3,131,3,27
2,3,131,4,50
2,3,131,5,98
2,3,131,6,30
2,3,131,7,77
2,3,131,8,84
2,3,131,9,93
2,3,131,10,74
2,3,131,11,2
2,3,131,12,19
2,3,131,13,74
2,3,131,14,45
2,3,131,15,6
2,3,131,16,76
2,3,131,17,68
2,3,131,18,13
2,3,131,19,43
2,3,131,20,80
2,3,131,21,33
2,3,131,22,84
2,3,131,23,29
2,3,131,24,44
2,3,131,25,61
2,3,131,26,93
2,3,131,27,98
2,3,131,28,35
2,3,131,29,49
2,3,131,30,40
2,3,131,31,2
2,3,131,32,54
2,3,131,33,57
2,3,131,34,75
2,3,131,35,36
2,3,131,36,19
2,3,131,37,65
2,3,131,38,53
2,3,131,39,44
2,3,131,40,18
2,3,131,41,86
2,3,131,42,37
2,3,131,43,66
2,3,131,44,82
2,3,131,45,2
2,3,131,46,66
2,3,131,47,47
2,3,131,48,87
2,3,131,49,70
2,3,131,50,83
2,3,131,51,18
2,3,131,52,74
2,3,131,53,29
2,3,131,54,7
2,3,131,55,95
2,3,131,56,26
2,3,131,57,82
2,3,131,58,82
2,3,131,59,99
2,3,131,60,50
2,3,132,1,76
2,3,132,2,71
2,3,132,3,91
2,3,132,4,37
2,3,132,5,91
2,3,132,6,68
2,3,132,7,73
2,3,132,8,42
2,3,132,9,34
2,3,132,10,98
2,3,132,11,24
2,3,132,12,42
2,3,132,13,50
2,3,132,14,81
2,3,132,15,50
2,3,132,16,11
2,3,132,17,68
2,3,132,18,52
2,3,132,19,25
2,3,132,20,82
2,3,132,21,78
2,3,132,22,31
2,3,132,23,15
2,3,132,24,32
2,3,132,25,35
2,3,132,26,78
2,3,132,27,21
2,3,132,28,74
2,3,132,29,95
2,3,132,30,87
2,3,132,31,9
2,3,132,32,81
2,3,132,33,59
2,3,132,34,4
2,3,132,35,89
2,3,132,36,30
2,3,132,37,97
2,3,132,38,17
2,3,132,39,89
2,3,132,40,20
2,3,132,41,83
2,3,132,42,66
2,3,132,43,47
2,3,132,44,79
2,3,132,45,30
2,3,132,46,28
2,3,132,47,83
2,3,132,48,1
2,3,132,49,91
2,3,132,50,78
2,3,132,51,73
2,3,132,52,81
2,3,132,53,59
2,3,132,54,57
2,3,132,55,33
2,3,132,56,45
2,3,132,57,39
2,3,132,58,82
2,3,132,59,27
2,3,132,60,93
2,3,133,1,10
2,3,133,2,54
2,3,133,3,6
2,3,133,4,21
2,3,133,5,93
2,3,133,6,45
2,3,133,7,40
2,3,133,8,1
2,3,133,9,4
2,3,133,10,85
2,3,133,11,51
2,3,133,12,51
2,3,133,13,38
2,3,133,14,57
2,3,133,15,79
2,3,133,16,63
2,3,133,17,79
2,3,133,18,60
2,3,133,19,77
2,3,133,20,83
2,3,133,21,93
2,3,133,22,28
2,3,133,23,20
2,3,133,24,92
2,3,133,25,97
2,3,133,26,10
2,3,133,27,30
2,3,133,28,77
2,3,133,29,48
2,3,133,30,93
2,3,133,31,11
2,3,133,32,56
2,3,133,33,53
2,3,133,34,55
2,3,133,35,66
2,3,133,36,97
2,3,133,37,13
2,3,133,38,19
2,3,133,39,65
2,3,133,40,45
2,3,133,41,15
2,3,133,42,5
2,3,133,43,42
2,3,133,44,70
2,3,133,45,53
2,3,133,46,1
2,3,133,47,2
2,3,133,48,33
2,3,133,49,68
2,3,133,50,56
2,3,133,51,25
2,3,133,52,59
2,3,133,53,5
2,3,133,54,43
2,3,133,55,93
2,3,133,56,74
2,3,133,57,95
2,3,133,58,64
2,3,133,59,19
2,3,133,60,99
2,3,134,1,52
2,3,134,2,72
2,3,134,3,94
2,3,134,4,72
2,3,134,5,59
2,3,134,6,47
2,3,134,7,27
2,3,134,8,86
2,3,134,9,62
2,3,134,10,32
2,3,134,11,69
2,3,134,12,16
2,3,134,13,80
2,3,134,14,9
2,3,134,15,17
2,3,134,16,4
2,3,134,17,96
2,3,134,18,17
2,3,134,19,47
2,3,134,20,94
2,3,134,21,37
2,3,134,22,49
2,3,134,23,88
2,3,134,24,31
2,3,134,25,73
2,3,134,26,30
2,3,134,27,53
2,3,134,28,90
2,3,134,29,54
2,3,134,30,44
2,3,134,31,86
2,3,134,32,6
2,3,134,33,47
2,3,134,34,52
2,3,134,35,6
2,3,134,36,91
2,3,134,37,6
2,3,134,38,56
2,3,134,39,51
2,3,134,40,50
2,3,134,41,25
2,3,134,42,46
2,3,134,43,86
2,3,134,44,64
2,3,134,45,55
2,3,134,46,64
2,3,134,47,19
2,3,134,48,79
2,3,134,49,16
2,3,134,50,42
2,3,134,51,88
2,3,134,52,85
2,3,134,53,16
2,3,134,54,81
2,3,134,55,92
2,3,134,56,80
2,3,134,57,5
2,3,134,58,44
2,3,134,59,29
2,3,134,60,36
2,3,135,1,86
2,3,135,2,84
2,3,135,3,72
2,3,135,4,91
2,3,135,5,15
2,3,135,6,91
2,3,135,7,90
2,3,135,8,44
2,3,135,9,71
2,3,135,10,84
2,3,135,11,84
2,3,135,12,29
2,3,135,13,56
2,3,135,14,36
2,3,135,15,64
2,3,135,16,53
2,3,135,17,63
2,3,135,18,23
2,3,135,19,19
2,3,135,20,30
2,3,135,21,59
2,3,135,22,12
2,3,135,23,75
2,3,135,24,85
2,3,135,25,2
2,3,135,26,38
2,3,135,27,10
2,3,135,28,33
2,3,135,29,31
2,3,135,30,68
2,3,135,31,25
2,3,135,32,24
2,3,135,33,29
2,3,135,34,91
2,3,135,35,90
2,3,135,36,2
2,3,135,37,90
2,3,135,38,16
2,3,135,39,67
2,3,135,40,65
2,3,135,41,11
2,3,135,42,40
2,3,135,43,46
2,3,135,44,10
2,3,135,45,40
2,3,135,46,12
2,3,135,47,63
2,3,135,48,90
2,3,135,49,74
2,3,135,50,91
2,3,135,51,46
2,3,135,52,76
2,3,135,53,56
2,3,135,54,50
2,3,135,55,62
2,3,135,56,20
2,3,135,57,44
2,3,135,58,9
2,3,135,59,70
2,3,135,60,55
2,3,136,1,44
2,3,136,2,38
2,3,136,3,83
2,3,136,4,44
2,3,136,5,85
2,3,136,6,57
2,3,136,7,31
2,3,136,8,97
2,3,136,9,11
2,3,136,10,3
2,3,136,11,93
2,3,136,12,46
2,3,136,13,11
2,3,136,14,28
2,3,136,15,30
2,3,136,16,43
2,3,136,17,42
2,3,136,18,16
2,3,136,19,8
2,3,136,20,68
2,3,136,21,54
2,3,136,22,37
2,3,136,23,29
2,3,136,24,90
2,3,136,25,67
2,3,136,26,63
2,3,136,27,25
2,3,136,28,81
2,3,136,29,97
2,3,136,30,53
2,3,136,31,58
2,3,136,32,4
2,3,136,33,58
2,3,136,34,37
2,3,136,35,7
2,3,136,36,93
2,3,136,37,94
2,3,136,38,90
2,3,136,39,36
2,3,136,40,30
2,3,136,41,18
2,3,136,42,12
2,3,136,43,76
2,3,136,44,12
2,3,136,45,46
2,3,136,46,21
2,3,136,47,70
2,3,136,48,18
2,3,136,49,67
2,3,136,50,78
2,3,136,51,52
2,3,136,52,62
2,3,136,53,89
2,3,136,54,54
2,3,136,55,75
2,3,136,56,10
2,3,136,57,55
2,3,136,58,70
2,3,136,59,12
2,3,136,60,63
2,3,137,1,70
2,3,137,2,51
2,3,137,3,59
2,3,137,4,17
2,3,137,5,30
2,3,137,6,33
2,3,137,7,16
2,3,137,8,34
2,3,137,9,87
2,3,137,10,63
2,3,137,11,17
2,3,137,12,4
2,3,137,13,93
2,3,137,14,1
2,3,137,15,88
2,3,137,16,10
2,3,137,17,34
2,3,137,18,32
2,3,137,19,45
2,3,137,20,85
2,3,137,21,37
2,3,137,22,56
2,3,137,23,25
2,3,137,24,93
2,3,137,25,16
2,3,137,26,91
2,3,137,27,52
2,3,137,28,69
2,3,137,29,86
2,3,137,30,75
2,3,137,31,64
2,3,137,32,1
2,3,137,33,72
2,3,137,34,90
2,3,137,35,56
2,3,137,36,59
2,3,137,37,23
2,3,137,38,58
2,3,137,39,33
2,3,137,40,82
2,3,137,41,80
2,3,137,42,79
2,3,137,43,84
2,3,137,44,45
2,3,137,45,47
2,3,137,46,65
2,3,137,47,85
2,3,137,48,17
2,3,137,49,58
2,3,137,50,84
2,3,137,51,54
2,3,137,52,7
2,3,137,53,87
2,3,137,54,64
2,3,137,55,83
2,3,137,56,16
2,3,137,57,78
2,3,137,58,41
2,3,137,59,21
2,3,137,60,54
2,3,138,1,54
2,3,138,2,51
2,3,138,3,69
2,3,138,4,34
2,3,138,5,17
2,3,138,6,50
2,3,138,7,43
2,3,138,8,90
2,3,138,9,33
2,3,138,10,89
2,3,138,11,1
2,3,138,12,37
2,3,138,13,82
2,3,138,14,77
2,3,138,15,59
2,3,138,16,86
2,3,138,17,19
2,3,138,18,68
2,3,138,19,88
2,3,138,20,31
2,3,138,21,67
2,3,138,22,83
2,3,138,23,67
2,3,138,24,45
2,3,138,25,88
2,3,138,26,69
2,3,138,27,25
2,3,138,28,12
2,3,138,29,87
2,3,138,30,97
2,3,138,31,14
2,3,138,32,90
2,3,138,33,23
2,3,138,34,1
2,3,138,35,51
2,3,138,36,77
2,3,138,37,81
2,3,138,38,70
2,3,138,39,75
2,3,138,40,47
2,3,138,41,54
2,3,138,42,28
2,3,138,43,55
2,3,138,44,79
2,3,138,45,36
2,3,138,46,55
2,3,138,47,90
2,3,138,48,72
2,3,138,49,69
2,3,138,50,30
2,3,138,51,73
2,3,138,52,46
2,3,138,53,73
2,3,138,54,35
2,3,138,55,40
2,3,138,56,27
2,3,138,57,55
2,3,138,58,70
2,3,138,59,48
2,3,138,60,7
2,3,139,1,57
2,3,139,2,56
2,3,139,3,25
2,3,139,4,1
2,3,139,5,81
2,3,139,6,30
2,3,139,7,88
2,3,139,8,94
2,3,139,9,54
2,3,139,10,40
2,3,139,11,84
2,3,139,12,41
2,3,139,13,1
2,3,139,14,78
2,3,139,15,90
2,3,139,16,7
2,3,139,17,82
2,3,139,18,32
2,3,139,19,57
2,3,139,20,99
2,3,139,21,36
2,3,139,22,47
2,3,139,23,7
2,3,139,24,69
2,3,139,25,36
2,3,139,26,1
2,3,139,27,25
2,3,139,28,92
2,3,139,29,44
2,3,139,30,66
2,3,139,31,81
2,3,139,32,37
2,3,139,33,77
2,3,139,34,27
2,3,139,35,98
2,3,139,36,30
2,3,139,37,57
2,3,139,38,62
2,3,139,39,32
2,3,139,40,32
2,3,139,41,37
2,3,139,42,64
2,3,139,43,93
2,3,139,44,81
2,3,139,45,75
2,3,139,46,11
2,3,139,47,33
2,3,139,48,37
2,3,139,49,8
2,3,139,50,71
2,3,139,51,69
2,3,139,52,77
2,3,139,53,23
2,3,139,54,7
2,3,139,55,86
2,3,139,56,9
2,3,139,57,9
2,3,139,58,6
2,3,139,59,38
2,3,139,60,91
2,3,140,1,72
2,3,140,2,47
2,3,140,3,40
2,3,140,4,59
2,3,140,5,75
2,3,140,6,60
2,3,140,7,63
2,3,140,8,96
2,3,140,9,54
2,3,140,10,7
2,3,140,11,15
2,3,140,12,75
2,3,140,13,3
2,3,140,14,10
2,3,140,15,37
2,3,140,16,73
2,3,140,17,10
2,3,140,18,13
2,3,140,19,72
2,3,140,20,46
2,3,140,21,78
2,3,140,22,27
2,3,140,23,41
2,3,140,24,39
2,3,140,25,71
2,3,140,26,25
2,3,140,27,72
2,3,140,28,49
2,3,140,29,60
2,3,140,30,77
2,3,140,31,30
2,3,140,32,19
2,3,140,33,69
2,3,140,34,96
2,3,140,35,49
2,3,140,36,40
2,3,140,37,61
2,3,140,38,26
2,3,140,39,70
2,3,140,40,18
2,3,140,41,41
2,3,140,42,21
2,3,140,43,17
2,3,140,44,71
2,3,140,45,85
2,3,140,46,81
2,3,140,47,60
2,3,140,48,2
2,3,140,49,66
2,3,140,50,30
2,3,140,51,81
2,3,140,52,35
2,3,140,53,52
2,3,140,54,72
2,3,140,55,58
2,3,140,56,56
2,3,140,57,89
2,3,140,58,41
2,3,140,59,44
2,3,140,60,84
2,3,141,1,89
2,3,141,2,11
2,3,141,3,30
2,3,141,4,22
2,3,141,5,63
2,3,141,6,29
2,3,141,7,63
2,3,141,8,45
2,3,141,9,14
2,3,141,10,10
2,3,141,11,83
2,3,141,12,86
2,3,141,13,32
2,3,141,14,49
2,3,141,15,43
2,3,141,16,29
2,3,141,17,14
2,3,141,18,2
2,3,141,19,40
2,3,141,20,99
2,3,141,21,39
2,3,141,22,38
2,3,141,23,42
2,3,141,24,29
2,3,141,25,49
2,3,141,26,26
2,3,141,27,68
2,3,141,28,72
2,3,141,29,66
2,3,141,30,8
2,3,141,31,34
2,3,141,32,26
2,3,141,33,39
2,3,141,34,65
2,3,141,35,36
2,3,141,36,73
2,3,141,37,64
2,3,141,38,23
2,3,141,39,69
2,3,141,40,50
2,3,141,41,83
2,3,141,42,90
2,3,141,43,9
2,3,141,44,80
2,3,141,45,77
2,3,141,46,81
2,3,141,47,41
2,3,141,48,35
2,3,141,49,18
2,3,141,50,97
2,3,141,51,46
2,3,141,52,91
2,3,141,53,69
2,3,141,54,31
2,3,141,55,77
2,3,141,56,35
2,3,141,57,61
2,3,141,58,75
2,3,141,59,55
2,3,141,60,34
2,3,142,1,25
2,3,142,2,10
2,3,142,3,86
2,3,142,4,73
2,3,142,5,12
2,3,142,6,65
2,3,142,7,48
2,3,142,8,38
2,3,142,9,95
2,3,142,10,75
2,3,142,11,95
2,3,142,12,72
2,3,142,13,41
2,3,142,14,39
2,3,142,15,11
2,3,142,16,78
2,3,142,17,19
2,3,142,18,98
2,3,142,19,19
2,3,142,20,79
2,3,142,21,67
2,3,142,22,93
2,3,142,23,36
2,3,142,24,89
2,3,142,25,22
2,3,142,26,36
2,3,142,27,33
2,3,142,28,92
2,3,142,29,24
2,3,142,30,89
2,3,142,31,34
2,3,142,32,15
2,3,142,33,98
2,3,142,34,57
2,3,142,35,30
2,3,142,36,89
2,3,142,37,32
2,3,142,38,80
2,3,142,39,76
2,3,142,40,51
2,3,142,41,15
2,3,142,42,85
2,3,142,43,61
2,3,142,44,32
2,3,142,45,25
2,3,142,46,57
2,3,142,47,65
2,3,142,48,55
2,3,142,49,90
2,3,142,50,60
2,3,142,51,91
2,3,142,52,31
2,3,142,53,14
2,3,142,54,27
2,3,142,55,80
2,3,142,56,10
2,3,142,57,14
2,3,142,58,99
2,3,142,59,7
2,3,142,60,22
2,3,143,1,63
2,3,143,2,96
2,3,143,3,48
2,3,143,4,41
2,3,143,5,12
2,3,143,6,10
2,3,143,7,11
2,3,143,8,79
2,3,143,9,87
2,3,143,10,93
2,3,143,11,97
2,3,143,12,32
2,3,143,13,9
2,3,143,14,98
2,3,143,15,5
2,3,143,16,88
2,3,143,17,75
2,3,143,18,46
2,3,143,19,24
2,3,143,20,42
2,3,143,21,31
2,3,143,22,41
2,3,143,23,89
2,3,143,24,98
2,3,143,25,60
2,3,143,26,41
2,3,143,27,6
2,3,143,28,53
2,3,143,29,89
2,3,143,30,13
2,3,143,31,44
2,3,143,32,60
2,3,143,33,4
2,3,143,34,97
2,3,143,35,53
2,3,143,36,44
2,3,143,37,57
2,3,143,38,44
2,3,143,39,4
2,3,143,40,96
2,3,143,41,61
2,3,143,42,81
2,3,143,43,17
2,3,143,44,45
2,3,143,45,25
2,3,143,46,62
2,3,143,47,51
2,3,143,48,15
2,3,143,49,78
2,3,143,50,15
2,3,143,51,30
2,3,143,52,88
2,3,143,53,18
2,3,143,54,56
2,3,143,55,69
2,3,143,56,12
2,3,143,57,53
2,3,143,58,64
2,3,143,59,20
2,3,143,60,88
2,3,144,1,94
2,3,144,2,19
2,3,144,3,36
2,3,144,4,10
2,3,144,5,15
2,3,144,6,59
2,3,144,7,58
2,3,144,8,73
2,3,144,9,3
2,3,144,10,85
2,3,144,11,87
2,3,144,12,7
2,3,144,13,73
2,3,144,14,77
2,3,144,15,66
2,3,144,16,47
2,3,144,17,12
2,3,144,18,77
2,3,144,19,74
2,3,144,20,5
2,3,144,21,79
2,3,144,22,7
2,3,144,23,70
2,3,144,24,73
2,3,144,25,87
2,3,144,26,78
2,3,144,27,10
2,3,144,28,64
2,3,144,29,84
2,3,144,30,6
2,3,144,31,49
2,3,144,32,53
2,3,144,33,65
2,3,144,34,2
2,3,144,35,78
2,3,144,36,87
2,3,144,37,41
2,3,144,38,30
2,3,144,39,56
2,3,144,40,7
2,3,144,41,52
2,3,144,42,8
2,3,144,43,46
2,3,144,44,3
2,3,144,45,13
2,3,144,46,7
2,3,144,47,80
2,3,144,48,51
2,3,144,49,96
2,3,144,50,23
2,3,144,51,72
2,3,144,52,90
2,3,144,53,69
2,3,144,54,63
2,3,144,55,65
2,3,144,56,18
2,3,144,57,77
2,3,144,58,61
2,3,144,59,18
2,3,144,60,21
2,3,145,1,3
2,3,145,2,62
2,3,145,3,10
2,3,145,4,42
2,3,145,5,4
2,3,145,6,60
2,3,145,7,28
2,3,145,8,60
2,3,145,9,2
2,3,145,10,97
2,3,145,11,44
2,3,145,12,56
2,3,145,13,84
2,3,145,14,17
2,3,145,15,3
2,3,145,16,8
2,3,145,17,17
2,3,145,18,32
2,3,145,19,23
2,3,145,20,26
2,3,145,21,75
2,3,145,22,85
2,3,145,23,32
2,3,145,24,5
2,3,145,25,71
2,3,145,26,78
2,3,145,27,42
2,3,145,28,81
2,3,145,29,67
2,3,145,30,62
2,3,145,31,39
2,3,145,32,69
2,3,145,33,25
2,3,145,34,44
2,3,145,35,77
2,3,145,36,93
2,3,145,37,3
2,3,145,38,13
2,3,145,39,89
2,3,145,40,50
2,3,145,41,9
2,3,145,42,46
2,3,145,43,12
2,3,145,44,71
2,3,145,45,94
2,3,145,46,58
2,3,145,47,32
2,3,145,48,98
2,3,145,49,66
2,3,145,50,15
2,3,145,51,62
2,3,145,52,28
2,3,145,53,63
2,3,145,54,37
2,3,145,55,68
2,3,145,56,28
2,3,145,57,87
2,3,145,58,38
2,3,145,59,51
2,3,145,60,84
2,3,146,1,63
2,3,146,2,15
2,3,146,3,28
2,3,146,4,47
2,3,146,5,85
2,3,146,6,39
2,3,146,7,57
2,3,146,8,10
2,3,146,9,2
2,3,146,10,58
2,3,146,11,87
2,3,146,12,27
2,3,146,13,49
2,3,146,14,74
2,3,146,15,13
2,3,146,16,15
2,3,146,17,67
2,3,146,18,81
2,3,146,19,27
2,3,146,20,65
2,3,146,21,53
2,3,146,22,82
2,3,146,23,5
2,3,146,24,94
2,3,146,25,8
2,3,146,26,96
2,3,146,27,81
2,3,146,28,96
2,3,146,29,48
2,3,146,30,6
2,3,146,31,26
2,3,146,32,27
2,3,146,33,33
2,3,146,34,45
2,3,146,35,51
2,3,146,36,90
2,3,146,37,69
2,3,146,38,3
2,3,146,39,7
2,3,146,40,8
2,3,146,41,57
2,3,146,42,94
2,3,146,43,14
2,3,146,44,37
2,3,146,45,86
2,3,146,46,4
2,3,146,47,53
2,3,146,48,94
2,3,146,49,99
2,3,146,50,41
2,3,146,51,30
2,3,146,52,77
2,3,146,53,91
2,3,146,54,88
2,3,146,55,93
2,3,146,56,39
2,3,146,57,33
2,3,146,58,18
2,3,146,59,38
2,3,146,60,93
2,3,147,1,72
2,3,147,2,14
2,3,147,3,1
2,3,147,4,16
2,3,147,5,88
2,3,147,6,95
2,3,147,7,99
2,3,147,8,92
2,3,147,9,83
2,3,147,10,23
2,3,147,11,47
2,3,147,12,44
2,3,147,13,98
2,3,147,14,75
2,3,147,15,10
2,3,147,16,2
2,3,147,17,65
2,3,147,18,45
2,3,147,19,22
2,3,147,20,12
2,3,147,21,3
2,3,147,22,47
2,3,147,23,44
2,3,147,24,65
2,3,147,25,84
2,3,147,26,26
2,3,147,27,18
2,3,147,28,31
2,3,147,29,97
2,3,147,30,95
2,3,147,31,35
2,3,147,32,25
2,3,147,33,29
2,3,147,34,44
2,3,147,35,62
2,3,147,36,75
2,3,147,37,85
2,3,147,38,95
2,3,147,39,18
2,3,147,40,35
2,3,147,41,88
2,3,147,42,37
2,3,147,43,15
2,3,147,44,84
2,3,147,45,18
2,3,147,46,40
2,3,147,47,55
2,3,147,48,26
2,3,147,49,59
2,3,147,50,69
2,3,147,51,15
2,3,147,52,37
2,3,147,53,49
2,3,147,54,19
2,3,147,55,93
2,3,147,56,31
2,3,147,57,41
2,3,147,58,13
2,3,147,59,23
2,3,147,60,86
2,3,148,1,48
2,3,148,2,99
2,3,148,3,95
2,3,148,4,80
2,3,148,5,33
2,3,148,6,69
2,3,148,7,8
2,3,148,8,67
2,3,148,9,52
2,3,148,10,57
2,3,148,11,84
2,3,148,12,95
2,3,148,13,47
2,3,148,14,93
2,3,148,15,11
2,3,148,16,87
2,3,148,17,6
2,3,148,18,80
2,3,148,19,10
2,3,148,20,23
2,3,148,21,48
2,3,148,22,56
2,3,148,23,84
2,3,148,24,37
2,3,148,25,90
2,3,148,26,27
2,3,148,27,28
2,3,148,28,97
2,3,148,29,47
2,3,148,30,90
2,3,148,31,61
2,3,148,32,15
2,3,148,33,81
2,3,148,34,46
2,3,148,35,9
2,3,148,36,39
2,3,148,37,67
2,3,148,38,34
2,3,148,39,1
2,3,148,40,33
2,3,148,41,71
2,3,148,42,49
2,3,148,43,18
2,3,148,44,1
2,3,148,45,76
2,3,148,46,95
2,3,148,47,91
2,3,148,48,43
2,3,148,49,52
2,3,148,50,21
2,3,148,51,49
2,3,148,52,38
2,3,148,53,79
2,3,148,54,80
2,3,148,55,12
2,3,148,56,40
2,3,148,57,70
2,3,148,58,53
2,3,148,59,39
2,3,148,60,78
2,3,149,1,72
2,3,149,2,60
2,3,149,3,29
2,3,149,4,15
2,3,149,5,46
2,3,149,6,89
2,3,149,7,15
2,3,149,8,21
2,3,149,9,90
2,3,149,10,48
2,3,149,11,72
2,3,149,12,24
2,3,149,13,61
2,3,149,14,6
2,3,149,15,27
2,3,149,16,91
2,3,149,17,81
2,3,149,18,21
2,3,149,19,94
2,3,149,20,2
2,3,149,21,22
2,3,149,22,14
2,3,149,23,28
2,3,149,24,15
2,3,149,25,63
2,3,149,26,76
2,3,149,27,90
2,3,149,28,55
2,3,149,29,80
2,3,149,30,80
2,3,149,31,39
2,3,149,32,8
2,3,149,33,92
2,3,149,34,76
2,3,149,35,13
2,3,149,36,20
2,3,149,37,81
2,3,149,38,55
2,3,149,39,68
2,3,149,40,47
2,3,149,41,63
2,3,149,42,61
2,3,149,43,38
2,3,149,44,52
2,3,149,45,45
2,3,149,46,72
2,3,149,47,75
2,3,149,48,36
2,3,149,49,83
2,3,149,50,32
2,3,149,51,13
2,3,149,52,10
2,3,149,53,27
2,3,149,54,32
2,3,149,55,62
2,3,149,56,58
2,3,149,57,93
2,3,149,58,8
2,3,149,59,63
2,3,149,60,21
2,3,150,1,46
2,3,150,2,87
2,3,150,3,50
2,3,150,4,95
2,3,150,5,74
2,3,150,6,90
2,3,150,7,32
2,3,150,8,74
2,3,150,9,30
2,3,150,10,36
2,3,150,11,24
2,3,150,12,76
2,3,150,13,83
2,3,150,14,59
2,3,150,15,19
2,3,150,16,38
2,3,150,17,1
2,3,150,18,43
2,3,150,19,42
2,3,150,20,58
2,3,150,21,20
2,3,150,22,71
2,3,150,23,15
2,3,150,24,26
2,3,150,25,10
2,3,150,26,83
2,3,150,27,64
2,3,150,28,72
2,3,150,29,57
2,3,150,30,98
2,3,150,31,8
2,3,150,32,42
2,3,150,33,13
2,3,150,34,24
2,3,150,35,81
2,3,150,36,78
2,3,150,37,13
2,3,150,38,75
2,3,150,39,82
2,3,150,40,47
2,3,150,41,15
2,3,150,42,51
2,3,150,43,85
2,3,150,44,99
2,3,150,45,55
2,3,150,46,55
2,3,150,47,84
2,3,150,48,38
2,3,150,49,19
2,3,150,50,44
2,3,150,51,14
2,3,150,52,44
2,3,150,53,46
2,3,150,54,17
2,3,150,55,48
2,3,150,56,78
2,3,150,57,28
2,3,150,58,82
2,3,150,59,25
2,3,150,60,93
2,4,1,1,2
2,4,1,2,48
2,4,1,3,8
2,4,1,4,98
2,4,1,5,37
2,4,1,6,42
2,4,1,7,79
2,4,1,8,70
2,4,1,9,16
2,4,1,10,31
2,4,1,11,79
2,4,1,12,66
2,4,1,13,32
2,4,1,14,69
2,4,1,15,53
2,4,1,16,39
2,4,1,17,47
2,4,1,18,29
2,4,1,19,66
2,4,1,20,24
2,4,1,21,99
2,4,1,22,35
2,4,1,23,50
2,4,1,24,70
2,4,1,25,59
2,4,1,26,24
2,4,1,27,12
2,4,1,28,11
2,4,1,29,23
2,4,1,30,14
2,4,1,31,48
2,4,1,32,47
2,4,1,33,85
2,4,1,34,27
2,4,1,35,34
2,4,1,36,19
2,4,1,37,92
2,4,1,38,58
2,4,1,39,48
2,4,1,40,30
2,4,1,41,11
2,4,1,42,9
2,4,1,43,80
2,4,1,44,8
2,4,1,45,82
2,4,1,46,16
2,4,1,47,82
2,4,1,48,15
2,4,1,49,28
2,4,1,50,12
2,4,1,51,16
2,4,1,52,31
2,4,1,53,51
2,4,1,54,49
2,4,1,55,52
2,4,1,56,67
2,4,1,57,96
2,4,1,58,70
2,4,1,59,79
2,4,1,60,45
2,4,2,1,45
2,4,2,2,46
2,4,2,3,99
2,4,2,4,11
2,4,2,5,40
2,4,2,6,74
2,4,2,7,48
2,4,2,8,22
2,4,2,9,27
2,4,2,10,23
2,4,2,11,37
2,4,2,12,65
2,4,2,13,30
2,4,2,14,86
2,4,2,15,65
2,4,2,16,61
2,4,2,17,17
2,4,2,18,52
2,4,2,19,50
2,4,2,20,30
2,4,2,21,89
2,4,2,22,66
2,4,2,23,31
2,4,2,24,37
2,4,2,25,84
2,4,2,26,13
2,4,2,27,67
2,4,2,28,35
2,4,2,29,50
2,4,2,30,37
2,4,2,31,8
2,4,2,32,74
2,4,2,33,35
2,4,2,34,73
2,4,2,35,31
2,4,2,36,66
2,4,2,37,45
2,4,2,38,77
2,4,2,39,48
2,4,2,40,40
2,4,2,41,41
2,4,2,42,80
2,4,2,43,92
2,4,2,44,10
2,4,2,45,10
2,4,2,46,15
2,4,2,47,69
2,4,2,48,86
2,4,2,49,60
2,4,2,50,2
2,4,2,51,20
2,4,2,52,4
2,4,2,53,33
2,4,2,54,42
2,4,2,55,26
