Origin,Destination,Vagon,Class,DBD,Bookings
S6,S38,Z,4,1,1
S6,S38,Z,4,2,1
S6,S38,Z,4,3,1
S6,S38,Z,4,5,1
S6,S38,Z,4,7,4
S6,S38,Z,7,1,1
S6,S38,Z,8,11,1
S8,S10,Z,8,43,1
S8,S12,P,1,69,2
S8,S12,Z,1,28,2
S8,S12,Z,1,47,1
S8,S13,Z,6,30,1
S8,S16,Z,5,1,1
S8,S16,Z,6,3,1
S8,S16,Z,6,4,1
S8,S16,Z,6,10,1
S8,S16,Z,6,16,1
S8,S16,Z,6,28,1
S8,S19,Z,1,23,2
S8,S19,Z,2,5,1
S8,S19,Z,2,7,1
S8,S19,Z,3,15,1
S8,S19,Z,3,28,2
S8,S19,Z,7,34,1
S8,S19,Z,8,45,1
S8,S20,Z,1,41,1
S8,S22,Z,3,17,2
S8,S22,Z,3,34,1
S8,S22,Z,7,34,1
S8,S22,Z,8,45,1
S8,S25,P,5,7,1
S8,S25,Z,3,1,1
S8,S25,Z,4,1,1
S8,S25,Z,5,5,2
S8,S25,Z,5,6,1
S8,S25,Z,5,7,1
S8,S25,Z,5,10,1
S8,S25,Z,5,15,3
S8,S25,Z,5,16,1
S8,S25,Z,6,14,1
S8,S25,Z,8,34,1
S8,S25,Z,8,35,1
S8,S26,Z,3,0,1
S8,S26,Z,5,2,1
S8,S26,Z,5,3,1
S8,S26,Z,5,5,2
S8,S26,Z,5,7,1
S8,S26,Z,5,8,1
S8,S26,Z,5,9,1
S8,S26,Z,6,13,1
S8,S26,Z,6,15,2
S8,S26,Z,8,34,1
S8,S26,Z,8,35,1
S8,S30,Z,1,24,1
S8,S30,Z,2,3,1
S8,S30,Z,2,4,1
S8,S30,Z,3,26,1
S8,S30,Z,6,30,1
S8,S30,Z,7,33,2
S8,S30,Z,8,43,2
S8,S30,Z,8,166,1
S8,S30,Z,8,168,1
S8,S31,P,2,6,1
S8,S31,Z,1,0,2
S8,S31,Z,1,56,1
S8,S31,Z,2,6,3
S8,S31,Z,2,7,2
S8,S31,Z,2,9,2
S8,S31,Z,3,2,1
S8,S31,Z,3,11,1
S8,S31,Z,3,12,2
S8,S31,Z,3,15,1
S8,S31,Z,3,17,1
S8,S31,Z,3,36,1
S8,S31,Z,4,2,1
S8,S31,Z,4,11,1
S8,S31,Z,4,13,7
S8,S31,Z,4,14,4
S8,S31,Z,4,17,1
S8,S31,Z,5,14,3
S8,S31,Z,5,29,1
S8,S31,Z,5,31,1
S8,S31,Z,7,29,3
S8,S31,Z,7,30,3
S8,S31,Z,7,31,3
S8,S31,Z,7,34,1
S8,S31,Z,8,43,5
S8,S31,Z,8,44,1
S8,S31,Z,8,232,2
S8,S31,Z,8,315,2
S8,S33,Z,1,23,1
S8,S33,Z,2,6,1
S8,S33,Z,2,12,1
S8,S33,Z,3,15,1
S8,S33,Z,5,192,1
S8,S33,Z,7,31,1
S8,S33,Z,8,44,1
S8,S34,P,1,75,1
S8,S34,Z,1,3,2
S8,S34,Z,1,21,1
S8,S34,Z,1,49,2
S8,S34,Z,1,88,1
S8,S34,Z,3,26,1
S8,S34,Z,3,36,1
S8,S34,Z,3,38,1
S8,S34,Z,3,40,1
S8,S34,Z,6,30,1
S8,S34,Z,7,31,1
S8,S34,Z,8,45,2
S8,S34,Z,8,46,1
S8,S34,Z,8,169,1
S8,S36,Z,1,0,1
S8,S36,Z,6,0,1
S8,S36,Z,6,1,3
S8,S36,Z,7,6,1
S8,S36,Z,7,9,1
S8,S36,Z,7,11,1
S8,S36,Z,8,4,1
S8,S36,Z,8,5,1
S8,S36,Z,8,14,1
S8,S38,Z,1,25,1
S8,S38,Z,2,14,1
S8,S4,Z,1,1,1
S8,S43,P,1,5,1
S8,S43,Z,2,6,1
S8,S43,Z,2,7,1
S8,S43,Z,3,17,1
S8,S43,Z,4,11,1
S8,S43,Z,5,14,1
S8,S43,Z,7,30,1
S8,S43,Z,8,43,1
S8,S45,Z,1,53,3
S8,S45,Z,1,56,1
S8,S45,Z,1,134,3
S8,S45,Z,2,12,1
S8,S45,Z,3,37,1
S8,S45,Z,7,31,1
S8,S45,Z,7,33,1
S8,S46,P,7,32,1
S8,S46,Z,1,51,1
S8,S46,Z,1,74,1
S8,S46,Z,6,30,1
S8,S46,Z,7,32,1
S8,S46,Z,8,43,3
S8,S46,Z,8,191,1
S8,S46,Z,8,213,1
S8,S9,Z,3,17,1
S8,S9,Z,3,42,1
S8,S9,Z,4,2,1
S8,S9,Z,4,9,1
S8,S9,Z,4,11,1
S8,S9,Z,7,29,2
S9,S10,P,1,57,2
S9,S13,P,7,45,1
S9,S17,Z,1,42,2
S9,S19,Z,2,16,1
S9,S20,Z,1,19,1
S9,S31,Z,4,13,1
S9,S33,Z,1,0,1
S9,S33,Z,1,58,1
S9,S33,Z,2,1,1
S9,S33,Z,2,33,1
S9,S34,Z,1,4,1
S9,S34,Z,2,6,1
S9,S34,Z,3,28,1
S9,S38,Z,3,17,1
S9,S45,Z,4,15,1
S9,S46,Z,1,86,2
S9,S46,Z,2,3,1
